text_cleaning,slang_removal,tokenization,stemming,stopword_removal,final
teknologi ai kembali memberikan sumbangsih tak ternilai bagi peradaban dunia sebuah gulungan papirus yang menghitam akibat letusan gunung vesuvius pada tahun masehi berhasil teridentifikasi oleh ai selengkapnya di,teknologi kecerdasan buatan kembali memberikan sumbangsih tak ternilai bagi peradaban dunia sebuah gulungan papirus yang menghitam akibat letusan gunung vesuvius pada tahun masehi berhasil teridentifikasi oleh kecerdasan buatan selengkapnya di,"['teknologi', 'kecerdasan', 'buatan', 'kembali', 'memberikan', 'sumbangsih', 'tak', 'ternilai', 'bagi', 'peradaban', 'dunia', 'sebuah', 'gulungan', 'papirus', 'yang', 'menghitam', 'akibat', 'letusan', 'gunung', 'vesuvius', 'pada', 'tahun', 'masehi', 'berhasil', 'teridentifikasi', 'oleh', 'kecerdasan', 'buatan', 'selengkapnya', 'di']","['teknologi', 'cerdas', 'buat', 'kembali', 'beri', 'sumbangsih', 'tak', 'nilai', 'bagi', 'adab', 'dunia', 'buah', 'gulung', 'papirus', 'yang', 'hitam', 'akibat', 'letus', 'gunung', 'vesuvius', 'pada', 'tahun', 'masehi', 'hasil', 'identifikasi', 'oleh', 'cerdas', 'buat', 'lengkap', 'di']","['teknologi', 'cerdas', 'sumbangsih', 'nilai', 'adab', 'dunia', 'buah', 'gulung', 'papirus', 'hitam', 'akibat', 'letus', 'gunung', 'masehi', 'hasil', 'identifikasi', 'cerdas', 'lengkap']",teknologi cerdas sumbangsih nilai adab dunia buah gulung papirus hitam akibat letus gunung masehi hasil identifikasi cerdas lengkap
masa depan keuangan tertulis dalam kode dapatkan kode dan jadilah sukses di dunia digital baru teknologi blockchain mata uang kripto desentralisasi keuangan teknologi metaverse kecerdasan buatan ai dll,masak depan keuangan tertulis dalam kode dapatkan kode dan jadilah sukses di dunia digital baru teknologi blockchain mata uang kripto desentralisasi keuangan teknologi metaverse kecerdasan buatan kecerdasan buatan dan lain-lain,"['masak', 'depan', 'keuangan', 'tertulis', 'dalam', 'kode', 'dapatkan', 'kode', 'dan', 'jadilah', 'sukses', 'di', 'dunia', 'digital', 'baru', 'teknologi', 'blockchain', 'mata', 'uang', 'kripto', 'desentralisasi', 'keuangan', 'teknologi', 'metaverse', 'kecerdasan', 'buatan', 'kecerdasan', 'buatan', 'dan', 'lain-lain']","['masak', 'depan', 'uang', 'tulis', 'dalam', 'kode', 'dapat', 'kode', 'dan', 'jadi', 'sukses', 'di', 'dunia', 'digital', 'baru', 'teknologi', 'blockchain', 'mata', 'uang', 'kripto', 'desentralisasi', 'uang', 'teknologi', 'metaverse', 'cerdas', 'buat', 'cerdas', 'buat', 'dan', 'lain']","['masak', 'uang', 'tulis', 'kode', 'kode', 'sukses', 'dunia', 'digital', 'teknologi', 'blockchain', 'mata', 'uang', 'kripto', 'desentralisasi', 'uang', 'teknologi', 'metaverse', 'cerdas', 'cerdas']",masak uang tulis kode kode sukses dunia digital teknologi blockchain mata uang kripto desentralisasi uang teknologi metaverse cerdas cerdas
nah gitu dr kmren minta teknologi iot ai drone tp internet aja nggaada trs ngatain yg mau bikin internet maunya gmn,nah begitu dari kemarin minta teknologi internet of things kecerdasan buatan drone tapi internet aja tidak ada terus mengatakan yang mau bikin internet maunya bagaimana,"['nah', 'begitu', 'dari', 'kemarin', 'minta', 'teknologi', 'internet', 'of', 'things', 'kecerdasan', 'buatan', 'drone', 'tapi', 'internet', 'aja', 'tidak', 'ada', 'terus', 'mengatakan', 'yang', 'mau', 'bikin', 'internet', 'maunya', 'bagaimana']","['nah', 'begitu', 'dari', 'kemarin', 'minta', 'teknologi', 'internet', 'of', 'things', 'cerdas', 'buat', 'drone', 'tapi', 'internet', 'aja', 'tidak', 'ada', 'terus', 'kata', 'yang', 'mau', 'bikin', 'internet', 'mau', 'bagaimana']","['kemarin', 'teknologi', 'internet', 'of', 'things', 'cerdas', 'drone', 'internet', 'aja', 'bikin', 'internet']",kemarin teknologi internet of things cerdas drone internet aja bikin internet
sumpah aku ngga against teknologi ai artchatgpt tapi orang yg keseringan make itu tuh harusnya bukan bangga tapi malu have some shame pls,sumpah aku tidak melawan teknologi kecerdasan buatan seni chatgpt tapi orang yang keseringan membuat itu tuh harusnya bukan bangga tapi malu memiliki beberapa rasa malu please,"['sumpah', 'aku', 'tidak', 'melawan', 'teknologi', 'kecerdasan', 'buatan', 'seni', 'chatgpt', 'tapi', 'orang', 'yang', 'keseringan', 'membuat', 'itu', 'tuh', 'harusnya', 'bukan', 'bangga', 'tapi', 'malu', 'memiliki', 'beberapa', 'rasa', 'malu', 'please']","['sumpah', 'aku', 'tidak', 'lawan', 'teknologi', 'cerdas', 'buat', 'seni', 'chatgpt', 'tapi', 'orang', 'yang', 'sering', 'buat', 'itu', 'tuh', 'harus', 'bukan', 'bangga', 'tapi', 'malu', 'milik', 'beberapa', 'rasa', 'malu', 'please']","['sumpah', 'lawan', 'teknologi', 'cerdas', 'seni', 'chatgpt', 'orang', 'bangga', 'malu', 'milik', 'malu', 'please']",sumpah lawan teknologi cerdas seni chatgpt orang bangga malu milik malu please
suata itu menggunakan teknologi ai,suata itu menggunakan teknologi kecerdasan buatan,"['suata', 'itu', 'menggunakan', 'teknologi', 'kecerdasan', 'buatan']","['suata', 'itu', 'guna', 'teknologi', 'cerdas', 'buat']","['teknologi', 'cerdas']",teknologi cerdas
daripada nonton capres debat lebih baik nonton ini pesan eyang soeharto kepada rakyat indonesia oleh ai teknologi canggih iso create sesuai karakter asli wkwkwkwwk coblos anies muhaimin,daripada nonton calon presiden debat lebih baik nonton ini pesan eyang soeharto kepada rakyat indonesia oleh kecerdasan buatan teknologi canggih iso membuat sesuai karakter asli wkwkwkwwk coblos anies muhaimin,"['daripada', 'nonton', 'calon', 'presiden', 'debat', 'lebih', 'baik', 'nonton', 'ini', 'pesan', 'eyang', 'soeharto', 'kepada', 'rakyat', 'indonesia', 'oleh', 'kecerdasan', 'buatan', 'teknologi', 'canggih', 'iso', 'membuat', 'sesuai', 'karakter', 'asli', 'wkwkwkwwk', 'coblos', 'anies', 'muhaimin']","['daripada', 'nonton', 'calon', 'presiden', 'debat', 'lebih', 'baik', 'nonton', 'ini', 'pesan', 'eyang', 'soeharto', 'kepada', 'rakyat', 'indonesia', 'oleh', 'cerdas', 'buat', 'teknologi', 'canggih', 'iso', 'buat', 'sesuai', 'karakter', 'asli', 'wkwkwkwwk', 'coblos', 'anies', 'muhaimin']","['nonton', 'calon', 'presiden', 'debat', 'nonton', 'pesan', 'eyang', 'soeharto', 'rakyat', 'indonesia', 'cerdas', 'teknologi', 'canggih', 'iso', 'sesuai', 'karakter', 'asli', 'coblos', 'anies', 'muhaimin']",nonton calon presiden debat nonton pesan eyang soeharto rakyat indonesia cerdas teknologi canggih iso sesuai karakter asli coblos anies muhaimin
hmmm gimana ya memaksimalkan teknologi ai untuk ngebantu kerjaan jadi lebih mudah lalu apakah ai ini se-penting itu di era digital teknologi seperti sekarang penasaran kan yuk kita ngopi darat bareng di pim kita bakal ngobrol santai tentang bersahabat,hmmm bagaimana iya memaksimalkan teknologi kecerdasan buatan untuk membantu kerjaan jadi lebih mudah lalu apakah kecerdasan buatan ini sepenting itu di era digital teknologi seperti sekarang penasaran kan yuk kita mengopi darat bareng di pim kita bakal mengobrol santai tentang bersahabat,"['hmmm', 'bagaimana', 'iya', 'memaksimalkan', 'teknologi', 'kecerdasan', 'buatan', 'untuk', 'membantu', 'kerjaan', 'jadi', 'lebih', 'mudah', 'lalu', 'apakah', 'kecerdasan', 'buatan', 'ini', 'sepenting', 'itu', 'di', 'era', 'digital', 'teknologi', 'seperti', 'sekarang', 'penasaran', 'kan', 'yuk', 'kita', 'mengopi', 'darat', 'bareng', 'di', 'pim', 'kita', 'bakal', 'mengobrol', 'santai', 'tentang', 'bersahabat']","['hmmm', 'bagaimana', 'iya', 'maksimal', 'teknologi', 'cerdas', 'buat', 'untuk', 'bantu', 'kerja', 'jadi', 'lebih', 'mudah', 'lalu', 'apakah', 'cerdas', 'buat', 'ini', 'penting', 'itu', 'di', 'era', 'digital', 'teknologi', 'seperti', 'sekarang', 'penasaran', 'kan', 'yuk', 'kita', 'kopi', 'darat', 'bareng', 'di', 'pim', 'kita', 'bakal', 'obrol', 'santai', 'tentang', 'sahabat']","['iya', 'maksimal', 'teknologi', 'cerdas', 'bantu', 'kerja', 'mudah', 'cerdas', 'era', 'digital', 'teknologi', 'penasaran', 'kopi', 'darat', 'bareng', 'obrol', 'santai', 'sahabat']",iya maksimal teknologi cerdas bantu kerja mudah cerdas era digital teknologi penasaran kopi darat bareng obrol santai sahabat
gw ko ngerasa bhw bukan ga mungkin suatu saat konsep kampanye paslon prabowo gibran akan ditiru oleh para paslon presidenwakil dari negara tetangga mulai dari konsep penggunaan teknologi digital amp,aku ko merasa bahwa bukan tidak mungkin suatu saat konsep kampanye pasangan calon prabowo gibran akan ditiru oleh para pasangan calon presiden wakil dari negara tetangga mulai dari konsep penggunaan teknologi digital amp,"['aku', 'ko', 'merasa', 'bahwa', 'bukan', 'tidak', 'mungkin', 'suatu', 'saat', 'konsep', 'kampanye', 'pasangan', 'calon', 'prabowo', 'gibran', 'akan', 'ditiru', 'oleh', 'para', 'pasangan', 'calon', 'presiden', 'wakil', 'dari', 'negara', 'tetangga', 'mulai', 'dari', 'konsep', 'penggunaan', 'teknologi', 'digital', 'amp']","['aku', 'ko', 'rasa', 'bahwa', 'bukan', 'tidak', 'mungkin', 'suatu', 'saat', 'konsep', 'kampanye', 'pasang', 'calon', 'prabowo', 'gibran', 'akan', 'tiru', 'oleh', 'para', 'pasang', 'calon', 'presiden', 'wakil', 'dari', 'negara', 'tetangga', 'mulai', 'dari', 'konsep', 'guna', 'teknologi', 'digital', 'amp']","['konsep', 'kampanye', 'pasang', 'calon', 'prabowo', 'gibran', 'tiru', 'pasang', 'calon', 'presiden', 'wakil', 'negara', 'tetangga', 'konsep', 'teknologi', 'digital']",konsep kampanye pasang calon prabowo gibran tiru pasang calon presiden wakil negara tetangga konsep teknologi digital
pada akhirnya semua bakal belajar pakai ai kemajuan teknologi memang susah dibendung,pada akhirnya semua bakal belajar pakai kecerdasan buatan kemajuan teknologi memang susah dibendung,"['pada', 'akhirnya', 'semua', 'bakal', 'belajar', 'pakai', 'kecerdasan', 'buatan', 'kemajuan', 'teknologi', 'memang', 'susah', 'dibendung']","['pada', 'akhir', 'semua', 'bakal', 'ajar', 'pakai', 'cerdas', 'buat', 'maju', 'teknologi', 'memang', 'susah', 'bendung']","['ajar', 'pakai', 'cerdas', 'maju', 'teknologi', 'susah', 'bendung']",ajar pakai cerdas maju teknologi susah bendung
penuhi permintaan industri kaji wujudkan fakulti berkaitan ai teknologi menteri pendidikan tinggi,penuhi permintaan industri haji wujudkan fakultas berkaitan kecerdasan buatan teknologi menteri pendidikan tinggi,"['penuhi', 'permintaan', 'industri', 'haji', 'wujudkan', 'fakultas', 'berkaitan', 'kecerdasan', 'buatan', 'teknologi', 'menteri', 'pendidikan', 'tinggi']","['penuh', 'minta', 'industri', 'haji', 'wujud', 'fakultas', 'kait', 'cerdas', 'buat', 'teknologi', 'menteri', 'didik', 'tinggi']","['penuh', 'industri', 'haji', 'wujud', 'fakultas', 'kait', 'cerdas', 'teknologi', 'menteri', 'didik']",penuh industri haji wujud fakultas kait cerdas teknologi menteri didik
di era ai artificial intelligence banyak sekali penerapan ai di kehidupan sehari-hari di bidang teknologi ai sudah lazim diterapkan seperti di smart speaker smart driving car dan chatgpt,di era kecerdasan buatan buatan kecerdasan banyak sekali penerapan kecerdasan buatan di kehidupan sehari-hari di bidang teknologi kecerdasan buatan sudah lazim diterapkan seperti di pintar pembicara pintar mengemudi mobil dan chatgpt,"['di', 'era', 'kecerdasan', 'buatan', 'buatan', 'kecerdasan', 'banyak', 'sekali', 'penerapan', 'kecerdasan', 'buatan', 'di', 'kehidupan', 'sehari-hari', 'di', 'bidang', 'teknologi', 'kecerdasan', 'buatan', 'sudah', 'lazim', 'diterapkan', 'seperti', 'di', 'pintar', 'pembicara', 'pintar', 'mengemudi', 'mobil', 'dan', 'chatgpt']","['di', 'era', 'cerdas', 'buat', 'buat', 'cerdas', 'banyak', 'sekali', 'terap', 'cerdas', 'buat', 'di', 'hidup', 'hari', 'di', 'bidang', 'teknologi', 'cerdas', 'buat', 'sudah', 'lazim', 'terap', 'seperti', 'di', 'pintar', 'bicara', 'pintar', 'kemudi', 'mobil', 'dan', 'chatgpt']","['era', 'cerdas', 'cerdas', 'terap', 'cerdas', 'hidup', 'bidang', 'teknologi', 'cerdas', 'lazim', 'terap', 'pintar', 'bicara', 'pintar', 'kemudi', 'mobil', 'chatgpt']",era cerdas cerdas terap cerdas hidup bidang teknologi cerdas lazim terap pintar bicara pintar kemudi mobil chatgpt
dunia paralel entah algoritma dah pake teknologi ai dan face recognition atau emang mereka sodaraan ya berhimpun seair dengan air seminyak dengan minyak jika himpunan semestanya emang berbeda tak kan beririsan,dunia paralel entah algoritme sudah pakai teknologi kecerdasan buatan dan wajah pengenalan atau memang mereka saudaraan iya berhimpun seair dengan air seminyak dengan minyak jika himpunan semestanya memang berbeda tak kan irisan,"['dunia', 'paralel', 'entah', 'algoritme', 'sudah', 'pakai', 'teknologi', 'kecerdasan', 'buatan', 'dan', 'wajah', 'pengenalan', 'atau', 'memang', 'mereka', 'saudaraan', 'iya', 'berhimpun', 'seair', 'dengan', 'air', 'seminyak', 'dengan', 'minyak', 'jika', 'himpunan', 'semestanya', 'memang', 'berbeda', 'tak', 'kan', 'irisan']","['dunia', 'paralel', 'entah', 'algoritme', 'sudah', 'pakai', 'teknologi', 'cerdas', 'buat', 'dan', 'wajah', 'kenal', 'atau', 'memang', 'mereka', 'saudara', 'iya', 'himpun', 'air', 'dengan', 'air', 'minyak', 'dengan', 'minyak', 'jika', 'himpun', 'semesta', 'memang', 'beda', 'tak', 'kan', 'iris']","['dunia', 'paralel', 'algoritme', 'pakai', 'teknologi', 'cerdas', 'wajah', 'kenal', 'saudara', 'iya', 'himpun', 'air', 'air', 'minyak', 'minyak', 'himpun', 'semesta', 'beda', 'iris']",dunia paralel algoritme pakai teknologi cerdas wajah kenal saudara iya himpun air air minyak minyak himpun semesta beda iris
speaking of ai art tuh kayanya masih banyak miskonsepsi jir ai itu teknologi baru dan itu baik padahal mah awikwok sebenernya kalo ai si material buat learningnya gak nyomot dari internet sih gpp,berbicara dari kecerdasan buatan seni tuh kayaknya masih banyak miskonsepsi jir kecerdasan buatan itu teknologi baru dan itu baik padahal mah awikwok sebenarnya kalau kecerdasan buatan si material buat pembelajarannya tidak mengambil dari internet sih tidak apa-apa,"['berbicara', 'dari', 'kecerdasan', 'buatan', 'seni', 'tuh', 'kayaknya', 'masih', 'banyak', 'miskonsepsi', 'jir', 'kecerdasan', 'buatan', 'itu', 'teknologi', 'baru', 'dan', 'itu', 'baik', 'padahal', 'mah', 'awikwok', 'sebenarnya', 'kalau', 'kecerdasan', 'buatan', 'si', 'material', 'buat', 'pembelajarannya', 'tidak', 'mengambil', 'dari', 'internet', 'sih', 'tidak', 'apa-apa']","['bicara', 'dari', 'cerdas', 'buat', 'seni', 'tuh', 'kayak', 'masih', 'banyak', 'miskonsepsi', 'jir', 'cerdas', 'buat', 'itu', 'teknologi', 'baru', 'dan', 'itu', 'baik', 'padahal', 'mah', 'awikwok', 'benar', 'kalau', 'cerdas', 'buat', 'si', 'material', 'buat', 'ajar', 'tidak', 'ambil', 'dari', 'internet', 'sih', 'tidak', 'apa']","['bicara', 'cerdas', 'seni', 'kayak', 'cerdas', 'teknologi', 'cerdas', 'material', 'ajar', 'ambil', 'internet']",bicara cerdas seni kayak cerdas teknologi cerdas material ajar ambil internet
wah gak kekinian nih harusnya kalau dianggap melek teknologi bisa dijawab kebetulan aku pakai ai kak,wah tidak kekinian nih harusnya kalau dianggap melek teknologi bisa dijawab kebetulan aku pakai kecerdasan buatan kak,"['wah', 'tidak', 'kekinian', 'nih', 'harusnya', 'kalau', 'dianggap', 'melek', 'teknologi', 'bisa', 'dijawab', 'kebetulan', 'aku', 'pakai', 'kecerdasan', 'buatan', 'kak']","['wah', 'tidak', 'kini', 'nih', 'harus', 'kalau', 'anggap', 'melek', 'teknologi', 'bisa', 'jawab', 'betul', 'aku', 'pakai', 'cerdas', 'buat', 'kak']","['anggap', 'melek', 'teknologi', 'pakai', 'cerdas', 'kak']",anggap melek teknologi pakai cerdas kak
teknologi selalu berubah belajar dan mencoba hal baru menjadikan kita tetap relevan google menyediakan training gratis dan mudah utk dipelajari salah satunya google cloud skills boost generative ai for developers learning path langkah awal mengarungi llm dan prompt eng,teknologi selalu berubah belajar dan mencoba hal baru menjadikan kita tetap relevan google menyediakan pelatihan gratis dan mudah untuk dipelajari salah satunya google cloud skills mendorong generatif kecerdasan buatan untuk pengembang pembelajaran jalur langkah awal mengarungi llm dan prompt inggris,"['teknologi', 'selalu', 'berubah', 'belajar', 'dan', 'mencoba', 'hal', 'baru', 'menjadikan', 'kita', 'tetap', 'relevan', 'google', 'menyediakan', 'pelatihan', 'gratis', 'dan', 'mudah', 'untuk', 'dipelajari', 'salah', 'satunya', 'google', 'cloud', 'skills', 'mendorong', 'generatif', 'kecerdasan', 'buatan', 'untuk', 'pengembang', 'pembelajaran', 'jalur', 'langkah', 'awal', 'mengarungi', 'llm', 'dan', 'prompt', 'inggris']","['teknologi', 'selalu', 'ubah', 'ajar', 'dan', 'coba', 'hal', 'baru', 'jadi', 'kita', 'tetap', 'relevan', 'google', 'sedia', 'latih', 'gratis', 'dan', 'mudah', 'untuk', 'ajar', 'salah', 'satu', 'google', 'cloud', 'skills', 'dorong', 'generatif', 'cerdas', 'buat', 'untuk', 'kembang', 'ajar', 'jalur', 'langkah', 'awal', 'arung', 'llm', 'dan', 'prompt', 'inggris']","['teknologi', 'ubah', 'ajar', 'coba', 'relevan', 'google', 'sedia', 'latih', 'gratis', 'mudah', 'ajar', 'salah', 'google', 'cloud', 'dorong', 'generatif', 'cerdas', 'kembang', 'ajar', 'jalur', 'langkah', 'arung', 'prompt', 'inggris']",teknologi ubah ajar coba relevan google sedia latih gratis mudah ajar salah google cloud dorong generatif cerdas kembang ajar jalur langkah arung prompt inggris
anjir trnyata ai jujur gue gasuka bgt sm teknologi ai lebih ga suka ke orang yg salah gunain sihh kaya sampe bisa bikin org kena fitnah anjr apalagi sm orang yg open commission tapi dia pake ai klo sebagai referensi si oke aja lah tp ini bnr hsil ainya yg dijual,anjir ternyata kecerdasan buatan jujur aku tidak suka banget sama teknologi kecerdasan buatan lebih tidak suka ke orang yang salah gunakan sihh kaya sampai bisa bikin orang kena fitnah anjir apalagi sama orang yang buka komisi tapi dia pakai kecerdasan buatan kalau sebagai referensi si oke aja lah tapi ini benar hasil kecerdasan buatannya yang dijual,"['anjir', 'ternyata', 'kecerdasan', 'buatan', 'jujur', 'aku', 'tidak', 'suka', 'banget', 'sama', 'teknologi', 'kecerdasan', 'buatan', 'lebih', 'tidak', 'suka', 'ke', 'orang', 'yang', 'salah', 'gunakan', 'sihh', 'kaya', 'sampai', 'bisa', 'bikin', 'orang', 'kena', 'fitnah', 'anjir', 'apalagi', 'sama', 'orang', 'yang', 'buka', 'komisi', 'tapi', 'dia', 'pakai', 'kecerdasan', 'buatan', 'kalau', 'sebagai', 'referensi', 'si', 'oke', 'aja', 'lah', 'tapi', 'ini', 'benar', 'hasil', 'kecerdasan', 'buatannya', 'yang', 'dijual']","['anjir', 'nyata', 'cerdas', 'buat', 'jujur', 'aku', 'tidak', 'suka', 'banget', 'sama', 'teknologi', 'cerdas', 'buat', 'lebih', 'tidak', 'suka', 'ke', 'orang', 'yang', 'salah', 'guna', 'sihh', 'kaya', 'sampai', 'bisa', 'bikin', 'orang', 'kena', 'fitnah', 'anjir', 'apalagi', 'sama', 'orang', 'yang', 'buka', 'komisi', 'tapi', 'dia', 'pakai', 'cerdas', 'buat', 'kalau', 'bagai', 'referensi', 'si', 'oke', 'aja', 'lah', 'tapi', 'ini', 'benar', 'hasil', 'cerdas', 'buat', 'yang', 'jual']","['anjir', 'nyata', 'cerdas', 'jujur', 'suka', 'banget', 'teknologi', 'cerdas', 'suka', 'orang', 'salah', 'kaya', 'bikin', 'orang', 'kena', 'fitnah', 'anjir', 'orang', 'buka', 'komisi', 'pakai', 'cerdas', 'referensi', 'aja', 'hasil', 'cerdas', 'jual']",anjir nyata cerdas jujur suka banget teknologi cerdas suka orang salah kaya bikin orang kena fitnah anjir orang buka komisi pakai cerdas referensi aja hasil cerdas jual
sebenernya adanya teknologi ai tuh bagus cuman ya namanya manusia pasti ada yg licik jelek,sebenarnya adanya teknologi kecerdasan buatan tuh bagus cuman iya namanya manusia pasti ada yang licik jelek,"['sebenarnya', 'adanya', 'teknologi', 'kecerdasan', 'buatan', 'tuh', 'bagus', 'cuman', 'iya', 'namanya', 'manusia', 'pasti', 'ada', 'yang', 'licik', 'jelek']","['benar', 'ada', 'teknologi', 'cerdas', 'buat', 'tuh', 'bagus', 'cuman', 'iya', 'nama', 'manusia', 'pasti', 'ada', 'yang', 'licik', 'jelek']","['teknologi', 'cerdas', 'bagus', 'cuman', 'iya', 'nama', 'manusia', 'licik', 'jelek']",teknologi cerdas bagus cuman iya nama manusia licik jelek
naon rebut teknologi dr siapa ai maneh,apa rebut teknologi dari siapa kecerdasan buatan lagi,"['apa', 'rebut', 'teknologi', 'dari', 'siapa', 'kecerdasan', 'buatan', 'lagi']","['apa', 'rebut', 'teknologi', 'dari', 'siapa', 'cerdas', 'buat', 'lagi']","['rebut', 'teknologi', 'cerdas']",rebut teknologi cerdas
menang rm juta guna ai pecahkan misteri skrol tahun gulungan skrol yunani itu berada dalam keadaan mudah hancur dan disaluti abu gunung berapi hingga terpaksa imbas dengan ct scan manakala teknologi ai digunakan untuk menyahkodkan tulisan hampir tidak boleh,menang rm juta guna kecerdasan buatan pecahkan misteri gulir tahun gulungan gulir yunani itu berada dalam keadaan mudah hancur dan disalutkan abu gunung berapi hingga terpaksa imbas dengan ct memindai manakala teknologi kecerdasan buatan digunakan untuk menyahkodkan tulisan hampir tidak boleh,"['menang', 'rm', 'juta', 'guna', 'kecerdasan', 'buatan', 'pecahkan', 'misteri', 'gulir', 'tahun', 'gulungan', 'gulir', 'yunani', 'itu', 'berada', 'dalam', 'keadaan', 'mudah', 'hancur', 'dan', 'disalutkan', 'abu', 'gunung', 'berapi', 'hingga', 'terpaksa', 'imbas', 'dengan', 'ct', 'memindai', 'manakala', 'teknologi', 'kecerdasan', 'buatan', 'digunakan', 'untuk', 'menyahkodkan', 'tulisan', 'hampir', 'tidak', 'boleh']","['menang', 'rm', 'juta', 'guna', 'cerdas', 'buat', 'pecah', 'misteri', 'gulir', 'tahun', 'gulung', 'gulir', 'yunani', 'itu', 'ada', 'dalam', 'ada', 'mudah', 'hancur', 'dan', 'salut', 'abu', 'gunung', 'rap', 'hingga', 'paksa', 'imbas', 'dengan', 'ct', 'pindai', 'manakala', 'teknologi', 'cerdas', 'buat', 'guna', 'untuk', 'menyahkodkan', 'tulis', 'hampir', 'tidak', 'boleh']","['menang', 'juta', 'cerdas', 'pecah', 'misteri', 'gulir', 'gulung', 'gulir', 'yunani', 'mudah', 'hancur', 'salut', 'abu', 'gunung', 'rap', 'paksa', 'imbas', 'pindai', 'teknologi', 'cerdas', 'tulis']",menang juta cerdas pecah misteri gulir gulung gulir yunani mudah hancur salut abu gunung rap paksa imbas pindai teknologi cerdas tulis
bisa bayar designer grafis ngapain pake ai lah kenapa ga kasih tool ai ke designernya imagine dengan otak kreatifnya ditambah teknologi ai bakal jadi apa menyala,bisa bayar perancang grafis barbuat apa pakai kecerdasan buatan lah kenapa tidak kasih alat kecerdasan buatan ke perancangnya bayangkan dengan otak kreatifnya ditambah teknologi kecerdasan buatan bakal jadi apa menyala,"['bisa', 'bayar', 'perancang', 'grafis', 'barbuat', 'apa', 'pakai', 'kecerdasan', 'buatan', 'lah', 'kenapa', 'tidak', 'kasih', 'alat', 'kecerdasan', 'buatan', 'ke', 'perancangnya', 'bayangkan', 'dengan', 'otak', 'kreatifnya', 'ditambah', 'teknologi', 'kecerdasan', 'buatan', 'bakal', 'jadi', 'apa', 'menyala']","['bisa', 'bayar', 'ancang', 'grafis', 'barbuat', 'apa', 'pakai', 'cerdas', 'buat', 'lah', 'kenapa', 'tidak', 'kasih', 'alat', 'cerdas', 'buat', 'ke', 'ancang', 'bayang', 'dengan', 'otak', 'kreatif', 'tambah', 'teknologi', 'cerdas', 'buat', 'bakal', 'jadi', 'apa', 'nyala']","['bayar', 'ancang', 'grafis', 'barbuat', 'pakai', 'cerdas', 'kasih', 'alat', 'cerdas', 'ancang', 'bayang', 'otak', 'kreatif', 'teknologi', 'cerdas', 'nyala']",bayar ancang grafis barbuat pakai cerdas kasih alat cerdas ancang bayang otak kreatif teknologi cerdas nyala
kesal saja dari dulu sudah disuarakan kenapa ai dalam dunia seni ini problematik argumennya selalu perkembangan zaman perkembangan zaman padahal perkembangan teknologi juga banyak mempertimbangkan etika dan moral manusia,kesal saja dari dulu sudah disuarakan kenapa kecerdasan buatan dalam dunia seni ini problematik argumennya selalu perkembangan zaman perkembangan zaman padahal perkembangan teknologi juga banyak mempertimbangkan etika dan moral manusia,"['kesal', 'saja', 'dari', 'dulu', 'sudah', 'disuarakan', 'kenapa', 'kecerdasan', 'buatan', 'dalam', 'dunia', 'seni', 'ini', 'problematik', 'argumennya', 'selalu', 'perkembangan', 'zaman', 'perkembangan', 'zaman', 'padahal', 'perkembangan', 'teknologi', 'juga', 'banyak', 'mempertimbangkan', 'etika', 'dan', 'moral', 'manusia']","['kesal', 'saja', 'dari', 'dulu', 'sudah', 'suara', 'kenapa', 'cerdas', 'buat', 'dalam', 'dunia', 'seni', 'ini', 'problematik', 'argumen', 'selalu', 'kembang', 'zaman', 'kembang', 'zaman', 'padahal', 'kembang', 'teknologi', 'juga', 'banyak', 'timbang', 'etika', 'dan', 'moral', 'manusia']","['kesal', 'suara', 'cerdas', 'dunia', 'seni', 'problematik', 'argumen', 'kembang', 'zaman', 'kembang', 'zaman', 'kembang', 'teknologi', 'timbang', 'etika', 'moral', 'manusia']",kesal suara cerdas dunia seni problematik argumen kembang zaman kembang zaman kembang teknologi timbang etika moral manusia
